locus_id	gene	chr	tss	locus_pos	distance_to_lead	within_1mb	abc_score	eqtl_score	distance_score
1p13_SORT1_LDL	GPR61	1	109539872	109274968	264904	True	0.343698	11.782045167450514	0.2740446802446671
1p13_SORT1_LDL	GPSM2	1	108875350	109274968	399618	True	0.542528	19.613099920937625	0.20015291682845696
1p13_SORT1_LDL	GSTM1	1	109687814	109274968	412846	True	0.931503	31.99950518628089	0.19499030898164363
1p13_SORT1_LDL	GSTM2	1	109668022	109274968	393054	True	0.267013	31.74238141469952	0.2028175412835105
1p13_SORT1_LDL	GSTM3	1	109741038	109274968	466070	True	0.352716	176.04847257961643	0.17665659724062394
1p13_SORT1_LDL	GSTM4	1	109656099	109274968	381131	True	0.464947	127.91675545355471	0.20784360184648254
1p13_SORT1_LDL	GSTM5	1	109711780	109274968	436812	True	0.110187	60.431935628608514	0.18628495637206322
1p13_SORT1_LDL	HENMT1	1	108661526	109274968	613442	True	1.634081	11.5108842224052	0.1401655635636814
1p13_SORT1_LDL	KCNC4	1	110210314	109274968	935346	True	0.59602	34.22527579022683	0.09658606881177886
1p13_SORT1_LDL	MYBPHL	1	109307011	109274968	32043	True	1.031716	62.69452609939746	0.75732905189976
1p13_SORT1_LDL	NBPF6	1	108450282	109274968	824686	True	0.0	7.285506781784169	0.1081448188898718
1p13_SORT1_LDL	PRPF38B	1	108692310	109274968	582658	True	1.415807	6.499055834219926	0.1464862346885263
1p13_SORT1_LDL	PSMA5	1	109426448	109274968	151480	True	1.815079	12.36526283551605	0.39764593605853343
1p13_SORT1_LDL	PSRC1	1	109283186	109274968	8218	True	1.02238	45.8304960261822	0.9240606923062707
1p13_SORT1_LDL	SARS1	1	109213918	109274968	61050	True	0.0	8.471497233086343	0.6209251785159888
1p13_SORT1_LDL	SLC6A17	1	110150494	109274968	875526	True	0.181442	7.0663902361073365	0.10250880038051267
1p13_SORT1_LDL	SORT1	1	109397918	109274968	122950	True	1.424958	53.51055623252102	0.4485310607759588
1p13_SORT1_LDL	STRIP1	1	110031577	109274968	756609	True	1.111873	22.21388203090444	0.11673937584125314
1p13_SORT1_LDL	STXBP3	1	108746674	109274968	528294	True	1.320622	22.584996586528845	0.1591611570379472
1p13_SORT1_LDL	SYPL2	1	109466546	109274968	191578	True	0.61159	123.0504187507078	0.3429614031236925
1p13_SORT1_LDL	TAF13	1	109076003	109274968	198965	True	0.892836	41.28503854151603	0.334487314568595
1p13_SORT1_LDL	TMEM167B	1	109090764	109274968	184204	True	1.374986	35.6397834918812	0.3518599315984293
1p13_SORT1_LDL	UBL4B	1	110112443	109274968	837475	True	0.323419	5.283573425536862	0.10666951118696498
1p13_SORT1_LDL	WDR47	1	109042113	109274968	232855	True	0.681185	10.947864190698224	0.30043111865527033
19q13_APOE_LDL	AC011530.4	19	45785973	44908684	877289	True	0.0	0.0	0.10232387758380582
19q13_APOE_LDL	AC084219.2	19	44025354	44908684	883330	True	0.0	0.0	0.10169525998393215
19q13_APOE_LDL	APOC1	19	44914247	44908684	5563	True	1.087901	38.5353718700572	0.9473016113600409
19q13_APOE_LDL	APOC2	19	44946035	44908684	37351	True	0.514647	53.45939651803072	0.728061681385647
19q13_APOE_LDL	APOC4	19	44942237	44908684	33553	True	0.514647	13.350596983825335	0.748766407343901
19q13_APOE_LDL	APOC4-APOC2	19	44942238	44908684	33554	True	0.514647	0.0	0.7487608008745527
19q13_APOE_LDL	APOE	19	44905791	44908684	2893	True	1.187639	37.69998091464559	0.9718834128657927
19q13_APOE_LDL	BCAM	19	44809071	44908684	99613	True	0.77551	24.151209447582467	0.5009693757420609
19q13_APOE_LDL	BCL3	19	44747705	44908684	160979	True	3.162468	5.947494588180746	0.3831725924308086
19q13_APOE_LDL	BLOC1S3	19	45178784	44908684	270100	True	2.771184	24.590968508290587	0.2701972439881113
19q13_APOE_LDL	CBLC	19	44777869	44908684	130815	True	0.564244	12.52977332181807	0.433247405931157
19q13_APOE_LDL	CEACAM16	19	44699151	44908684	209533	True	0.764681	11.054371415198942	0.32306733046234165
19q13_APOE_LDL	CEACAM19	19	44662278	44908684	246406	True	0.303486	52.1604741891444	0.2886786025646207
19q13_APOE_LDL	CEACAM20	19	44529788	44908684	378896	True	0.210042	5.241458247869973	0.20881360462396847
19q13_APOE_LDL	CKM	19	45322875	44908684	414191	True	2.243008	5.831049012837142	0.19448026122588688
19q13_APOE_LDL	CLASRP	19	45039045	44908684	130361	True	0.723166	5.230840614435895	0.4341012584595483
19q13_APOE_LDL	CLPTM1	19	44954585	44908684	45901	True	1.542021	38.78202676319236	0.6853962618487879
19q13_APOE_LDL	CTC-512J12.6	19	44401608	44908684	507076	True	0.0	0.0	0.16472402137458902
19q13_APOE_LDL	DMPK	19	45782552	44908684	873868	True	2.254408	30.355494449651985	0.10268332053214603
19q13_APOE_LDL	DMWD	19	45792845	44908684	884161	True	1.056528	28.18857782833619	0.10160939114636731
19q13_APOE_LDL	EML2	19	45645602	44908684	736918	True	1.470986	29.71621498346603	0.11948601894092373
19q13_APOE_LDL	ERCC1	19	45478828	44908684	570144	True	3.073173	29.26538736527697	0.14922165982236654
19q13_APOE_LDL	ERCC2	19	45370918	44908684	462234	True	0.926386	28.386845562240733	0.17786188668774922
19q13_APOE_LDL	EXOC3L2	19	45245407	44908684	336723	True	0.160184	24.383108770715264	0.22897809366577898
19q13_APOE_LDL	FBXO46	19	45730896	44908684	822212	True	1.219151	6.868051089520034	0.10843493686917975
19q13_APOE_LDL	FOSB	19	45467995	44908684	559311	True	3.498581	5.624263247864151	0.15167348944580022
19q13_APOE_LDL	FOXA3	19	45863989	44908684	955305	True	1.924016	6.548830916061549	0.09475933497898711
19q13_APOE_LDL	GEMIN7	19	45079195	44908684	170511	True	1.85651	55.67019344557825	0.3696707342769795
19q13_APOE_LDL	GIPR	19	45668221	44908684	759537	True	1.329941	13.912843507316396	0.11634170489461187
19q13_APOE_LDL	GPR4	19	45602212	44908684	693528	True	0.629363	5.0349112396340265	0.12601949773668983
19q13_APOE_LDL	IGSF23	19	44613563	44908684	295121	True	0.690349	12.939294606764554	0.25308702903667485
19q13_APOE_LDL	IRF2BP1	19	45886141	44908684	977457	True	2.98459	7.452884002251424	0.09281112842554273
19q13_APOE_LDL	KLC3	19	45333434	44908684	424750	True	0.17465	33.739790232525046	0.19056693663649357
19q13_APOE_LDL	MARK4	19	45079288	44908684	170604	True	0.535856	111.45638634121384	0.36954368745473093
19q13_APOE_LDL	MEIOSIN	19	45733439	44908684	824755	True	0.0	6.431427523268964	0.10813674973371325
19q13_APOE_LDL	MYPOP	19	45902613	44908684	993929	True	1.042484	10.372501007489213	0.09141361093818703
19q13_APOE_LDL	NECTIN2	19	44846175	44908684	62509	True	1.789921	107.61530258453868	0.6153505344319391
19q13_APOE_LDL	NKPD1	19	45160815	44908684	252131	True	0.471269	15.518900068985849	0.28398522140907784
19q13_APOE_LDL	OPA3	19	45602212	44908684	693528	True	2.891185	16.882364182610505	0.12601949773668983
19q13_APOE_LDL	POLR1G	19	45406644	44908684	497960	True	0.0	44.72937938417604	0.16723526657301493
19q13_APOE_LDL	PPM1N	19	45488777	44908684	580093	True	1.130672	66.83244342603594	0.14703871382296244
19q13_APOE_LDL	PPP1R13L	19	45406349	44908684	497665	True	3.787995	19.777751883141068	0.16731781181765704
19q13_APOE_LDL	PPP1R37	19	45091396	44908684	182712	True	2.424185	25.886634978324484	0.3537168567305244
19q13_APOE_LDL	PVR	19	44643798	44908684	264886	True	0.893642	59.26731680698944	0.27405819899913947
19q13_APOE_LDL	QPCTL	19	45692403	44908684	783719	True	2.654201	9.04824636029619	0.11315814189804678
19q13_APOE_LDL	RELB	19	45001449	44908684	92765	True	1.268987	5.997803689930005	0.5187663735636656
19q13_APOE_LDL	RSPH6A	19	45815308	44908684	906624	True	1.315167	13.291380270809434	0.09934195886448167
19q13_APOE_LDL	RTN2	19	45497055	44908684	588371	True	1.130672	18.573532658275635	0.1452705009362684
19q13_APOE_LDL	SIX5	19	45769252	44908684	860568	True	3.463651	7.816693136070398	0.10410507116622665
19q13_APOE_LDL	SNRPD2	19	45692569	44908684	783885	True	2.654201	47.81677002780474	0.11313688998003132
19q13_APOE_LDL	SYMPK	19	45863194	44908684	954510	True	1.924016	26.23594198785074	0.0948307744829352
19q13_APOE_LDL	TOMM40	19	44890569	44908684	18115	True	2.880936	5.9972854747698445	0.8466325191550608
19q13_APOE_LDL	TRAPPC6A	19	45178237	44908684	269553	True	2.771184	9.7944383835819	0.27059718091856916
19q13_APOE_LDL	VASP	19	45506579	44908684	597895	True	2.02244	8.722762214699108	0.14328803043437766
19q13_APOE_LDL	ZNF112	19	44367217	44908684	541467	True	0.337293	35.24227457901104	0.15589266478244398
19q13_APOE_LDL	ZNF155	19	43967862	44908684	940822	True	0.519605	79.01416367711097	0.09607790765375827
19q13_APOE_LDL	ZNF180	19	44500524	44908684	408160	True	0.753305	60.50809087989775	0.19678841309823678
19q13_APOE_LDL	ZNF221	19	43951223	44908684	957461	True	0.627954	8.138923422640518	0.09456613529955242
19q13_APOE_LDL	ZNF222	19	44025342	44908684	883342	True	0.413697	5.6069409925829445	0.10169401896796841
19q13_APOE_LDL	ZNF223	19	44051367	44908684	857317	True	1.355765	73.81142021616176	0.10445860671021198
19q13_APOE_LDL	ZNF224	19	44094339	44908684	814345	True	0.488484	7.219976638309721	0.1093679081747043
19q13_APOE_LDL	ZNF225	19	44112181	44908684	796503	True	0.900622	8.690305970434158	0.11154452355429934
19q13_APOE_LDL	ZNF226	19	44165073	44908684	743611	True	0.846229	14.858145909532665	0.11853804656411546
19q13_APOE_LDL	ZNF227	19	44207547	44908684	701137	True	0.627278	5.1782677418333085	0.1248225958855976
19q13_APOE_LDL	ZNF229	19	44448578	44908684	460106	True	0.540195	12.86214920312432	0.17853763394785985
19q13_APOE_LDL	ZNF230	19	44002957	44908684	905727	True	0.378029	6.317727633504686	0.09943056117614421
19q13_APOE_LDL	ZNF233	19	44259880	44908684	648804	True	0.146105	46.47936321389695	0.13354629515867972
19q13_APOE_LDL	ZNF234	19	44141554	44908684	767130	True	0.907746	41.06796277854653	0.11532296195495487
19q13_APOE_LDL	ZNF235	19	44305046	44908684	603638	True	0.556219	13.06406771652502	0.1421185325408804
19q13_APOE_LDL	ZNF284	19	44072159	44908684	836525	True	0.385794	39.3141141174624	0.10677771549077708
19q13_APOE_LDL	ZNF285	19	44401608	44908684	507076	True	0.359763	71.32242406942187	0.16472402137458902
19q13_APOE_LDL	ZNF296	19	45076587	44908684	167903	True	1.77242	8.982987540745548	0.3732694296069846
19q13_APOE_LDL	ZNF45	19	43935282	44908684	973402	True	0.662653	25.70221104737242	0.09316174182645459
10q25_TCF7L2_T2D	ACSL5	10	112374116	112998590	624474	True	1.468074	113.98221564690331	0.13803117848259563
10q25_TCF7L2_T2D	CASP7	10	113679162	112998590	680572	True	1.323213	113.83071948919846	0.1281111800064568
10q25_TCF7L2_T2D	DCLRE1A	10	113854383	112998590	855793	True	1.49859	23.828964287267738	0.10462516465385287
10q25_TCF7L2_T2D	GPAM	10	112215377	112998590	783213	True	0.624935	17.528558659189457	0.1132229711292746
10q25_TCF7L2_T2D	HABP2	10	113550837	112998590	552247	True	0.128217	4.652804685656871	0.1533161517032658
10q25_TCF7L2_T2D	NHLRC2	10	113854661	112998590	856071	True	1.49859	5.506062607527421	0.10459474244067647
10q25_TCF7L2_T2D	NRAP	10	113664070	112998590	665480	True	0.256777	21.009811264748745	0.13063698594346032
10q25_TCF7L2_T2D	PLEKHS1	10	113751262	112998590	752672	True	0.34246	9.156288951399928	0.11727839075283343
10q25_TCF7L2_T2D	TCF7L2	10	112950247	112998590	48343	True	0.771008	17.68147964361191	0.674113372386968
10q25_TCF7L2_T2D	TECTB	10	112283400	112998590	715190	True	0.241031	25.55509060074625	0.12267078840515706
10q25_TCF7L2_T2D	VTI1A	10	112446998	112998590	551592	True	0.68926	8.561337426032546	0.15347026973934608
10q25_TCF7L2_T2D	ZDHHC6	10	112447572	112998590	551018	True	0.68926	24.56924467412192	0.15360558387018486
1p32_PCSK9_LDL	ACOT11	1	54542257	55039974	497717	True	1.443451	30.79710591347513	0.16730325555404982
1p32_PCSK9_LDL	BSND	1	54998933	55039974	41041	True	0.111378	29.384777185189723	0.7090136910543743
1p32_PCSK9_LDL	CDCP2	1	54153770	55039974	886204	True	0.332089	6.0399475452827724	0.10139889921355014
1p32_PCSK9_LDL	CYB5RL	1	54200036	55039974	839938	True	0.641534	40.26825575460536	0.10638999593590215
1p32_PCSK9_LDL	DHCR24	1	54887195	55039974	152779	True	0.908613	19.56572658057822	0.39560248280118204
1p32_PCSK9_LDL	FAM151A	1	54623556	55039974	416418	True	0.141216	7.878561630817963	0.19364158491764424
1p32_PCSK9_LDL	LEXM	1	54806063	55039974	233911	True	0.324624	22.13511648723697	0.29948099942799133
1p32_PCSK9_LDL	MROH7	1	54641754	55039974	398220	True	0.183745	37.89025950866122	0.20071454377584197
1p32_PCSK9_LDL	MROH7-TTC4	1	54641786	55039974	398188	True	0.183745	0.0	0.2007274362288935
1p32_PCSK9_LDL	MRPL37	1	54184041	55039974	855933	True	0.641534	51.47831285483877	0.10460984190314594
1p32_PCSK9_LDL	PARS2	1	54764523	55039974	275451	True	0.717867	18.37023984452594	0.26634634080079694
1p32_PCSK9_LDL	PCSK9	1	55039447	55039974	527	True	0.610165	63.59422007417456	0.9947576273041072
1p32_PCSK9_LDL	RP11-446E24.4	1	54200073	55039974	839901	True	0.0	0.0	0.10639418406832209
1p32_PCSK9_LDL	SSBP3	1	54413479	55039974	626495	True	1.769416	34.427637308110214	0.13764719647072587
1p32_PCSK9_LDL	TCEANC2	1	54053584	55039974	986390	True	1.544729	57.21156858549378	0.09204797540478098
1p32_PCSK9_LDL	TMEM59	1	54053504	55039974	986470	True	1.544729	14.06839315219238	0.0920411976400637
1p32_PCSK9_LDL	TMEM61	1	54980628	55039974	59346	True	0.247184	40.66410701984488	0.627565172643179
1p32_PCSK9_LDL	TTC22	1	54801323	55039974	238651	True	0.532189	14.337013751734434	0.29528925058541095
1p32_PCSK9_LDL	TTC4	1	54715861	55039974	324113	True	0.677554	86.40037343381992	0.23578621735245087
1p32_PCSK9_LDL	USP24	1	55215364	55039974	175390	True	1.066732	28.538130965318533	0.3631213914811722
1p32_PSRC1_CAD	AHCYL1	1	109984765	109279544	705221	True	1.055124	8.204635883364132	0.12418950822196641
1p32_PSRC1_CAD	AKNAD1	1	108963484	109279544	316060	True	0.264005	13.624815745878903	0.24034994952651056
1p32_PSRC1_CAD	ALX3	1	110070672	109279544	791128	True	0.584097	9.182283281721904	0.11221732455943478
1p32_PSRC1_CAD	AMIGO1	1	109509738	109279544	230194	True	0.896218	157.66288831334327	0.30285226260925396
1p32_PSRC1_CAD	AMPD2	1	109616104	109279544	336560	True	1.504646	7.270605159992678	0.22906358805204322
1p32_PSRC1_CAD	ATXN7L2	1	109483479	109279544	203935	True	1.001406	49.40966316728469	0.32901771760409293
1p32_PSRC1_CAD	C1orf194	1	109113857	109279544	165687	True	0.494646	79.25613839547914	0.3763827360766616
1p32_PSRC1_CAD	CELSR2	1	109249539	109279544	30005	True	1.423372	75.65142257125738	0.7692011845698242
1p32_PSRC1_CAD	CLCC1	1	108963504	109279544	316040	True	0.818357	25.49011363278209	0.24036150370156714
1p32_PSRC1_CAD	CSF1	1	109910242	109279544	630698	True	0.647269	18.981108187672103	0.1368554450675929
1p32_PSRC1_CAD	CYB561D1	1	109494052	109279544	214508	True	0.463564	8.630637546547753	0.3179569359126
1p32_PSRC1_CAD	ELAPOR1	1	109113679	109279544	165865	True	0.0	96.6346599250524	0.3761307430462829
1p32_PSRC1_CAD	EPS8L3	1	109764027	109279544	484483	True	0.44459	46.146686984778135	0.1710913747705237
1p32_PSRC1_CAD	FAM102B	1	108560089	109279544	719455	True	0.933951	17.720068545343125	0.12203232636325363
1p32_PSRC1_CAD	FNDC7	1	108712908	109279544	566636	True	0.425744	8.131874792069924	0.1500069003174146
1p32_PSRC1_CAD	GNAI3	1	109548615	109279544	269071	True	0.845372	5.760017701201074	0.2709505759054491
1p32_PSRC1_CAD	GNAT2	1	109619929	109279544	340385	True	0.81883	0.0	0.22707403748992358
1p32_PSRC1_CAD	GPR61	1	109539872	109279544	260328	True	0.343698	11.782045167450514	0.2775249217379721
1p32_PSRC1_CAD	GPSM2	1	108875350	109279544	404194	True	0.542528	19.613099920937625	0.19833635465713592
1p32_PSRC1_CAD	GSTM1	1	109687814	109279544	408270	True	0.931503	31.99950518628089	0.1967458240698841
1p32_PSRC1_CAD	GSTM2	1	109668022	109279544	388478	True	0.267013	31.74238141469952	0.20471751030752663
1p32_PSRC1_CAD	GSTM3	1	109741038	109279544	461494	True	0.352716	176.04847257961643	0.17809629310375535
1p32_PSRC1_CAD	GSTM4	1	109656099	109279544	376555	True	0.464947	127.91675545355471	0.2098393679638237
1p32_PSRC1_CAD	GSTM5	1	109711780	109279544	432236	True	0.110187	60.431935628608514	0.18788657663141917
1p32_PSRC1_CAD	HENMT1	1	108661526	109279544	618018	True	1.634081	11.5108842224052	0.13927227451122395
1p32_PSRC1_CAD	KCNC4	1	110210314	109279544	930770	True	0.59602	34.22527579022683	0.09701485297399032
1p32_PSRC1_CAD	MYBPHL	1	109307011	109279544	27467	True	1.031716	62.69452609939746	0.7845167768912739
1p32_PSRC1_CAD	NBPF6	1	108450282	109279544	829262	True	0.0	7.285506781784169	0.10761227726948913
1p32_PSRC1_CAD	PRPF38B	1	108692310	109279544	587234	True	1.415807	6.499055834219926	0.14551084492327213
1p32_PSRC1_CAD	PSMA5	1	109426448	109279544	146904	True	1.815079	12.36526283551605	0.4050157146097269
1p32_PSRC1_CAD	PSRC1	1	109283186	109279544	3642	True	1.02238	45.8304960261822	0.9648598058702071
1p32_PSRC1_CAD	SARS1	1	109213918	109279544	65626	True	0.0	8.471497233086343	0.603769939502252
1p32_PSRC1_CAD	SLC6A17	1	110150494	109279544	870950	True	0.181442	7.0663902361073365	0.10299191513466192
1p32_PSRC1_CAD	SORT1	1	109397918	109279544	118374	True	1.424958	53.51055623252102	0.4579299733484755
1p32_PSRC1_CAD	STRIP1	1	110031577	109279544	752033	True	1.111873	22.21388203090444	0.11736634613917535
1p32_PSRC1_CAD	STXBP3	1	108746674	109279544	532870	True	1.320622	22.584996586528845	0.15801033387583546
1p32_PSRC1_CAD	SYPL2	1	109466546	109279544	187002	True	0.61159	123.0504187507078	0.3484296276680999
1p32_PSRC1_CAD	TAF13	1	109076003	109279544	203541	True	0.892836	41.28503854151603	0.3294447867009728
1p32_PSRC1_CAD	TMEM167B	1	109090764	109279544	188780	True	1.374986	35.6397834918812	0.3462843687235958
1p32_PSRC1_CAD	UBL4B	1	110112443	109279544	832899	True	0.323419	5.283573425536862	0.10719274005010189
1p32_PSRC1_CAD	WDR47	1	109042113	109279544	237431	True	0.681185	10.947864190698224	0.2963568848149696
6p21_CDKN1A_LDL	HDGFL1	6	22569566	21906144	663422	True	0.014986	4.608891915726264	0.13098915147847456
6p21_CDKN1A_LDL	PRL	6	22302826	21906144	396682	True	0.05911	4.898858061283712	0.20133606613487098
6p21_CDKN1A_LDL	SOX4	6	21593751	21906144	312393	True	0.898802	8.251915905894437	0.24248714211928915
11q23_ZPR1_TG	APOA1	11	116837622	116648917	188705	True	0.835614	34.550617264128974	0.3463743267349024
11q23_ZPR1_TG	APOA4	11	116823304	116648917	174387	True	0.619832	11.553059170203644	0.3644487530385914
11q23_ZPR1_TG	APOA5	11	116792420	116648917	143503	True	0.647855	4.798969039182549	0.4106725584489718
11q23_ZPR1_TG	APOC3	11	116829706	116648917	180789	True	0.790875	5.070560637379188	0.35613930745150274
11q23_ZPR1_TG	BACE1	11	117316259	116648917	667342	True	0.437863	81.93941169119638	0.13031998769779315
11q23_ZPR1_TG	BUD13	11	116772987	116648917	124070	True	0.849152	11.795945166402662	0.44628910608292055
11q23_ZPR1_TG	CEP164	11	117314557	116648917	665640	True	0.974715	32.300100731770456	0.13060968601431483
11q23_ZPR1_TG	PAFAH1B2	11	117144284	116648917	495367	True	0.705049	13.778760558472117	0.16796362579719737
11q23_ZPR1_TG	PCSK7	11	117232525	116648917	583608	True	0.758767	25.102174497953165	0.14628266491907643
11q23_ZPR1_TG	RNF214	11	117232625	116648917	583708	True	0.758767	16.913697129713807	0.14626126943080964
11q23_ZPR1_TG	SIDT2	11	117178736	116648917	529819	True	0.693171	69.96766737149649	0.15877577526241665
11q23_ZPR1_TG	SIK3	11	117098437	116648917	449520	True	1.516683	10.173553289373396	0.18197699810743923
11q23_ZPR1_TG	TAGLN	11	117199370	116648917	550453	True	1.715651	93.26829441805808	0.15373900958255246
11q23_ZPR1_TG	ZPR1	11	116788039	116648917	139122	True	0.647855	12.136407128361023	0.418196569115347
9p21_CDKN2B_CAD	CDKN2A	9	21995301	22124478	129177	True	1.197148	6.552899361363562	0.4363439612177487
9p21_CDKN2B_CAD	CDKN2B	9	22009305	22124478	115173	True	1.028094	24.55751082393674	0.4647423236186697
9p21_CDKN2B_CAD	DMRTA1	9	22446824	22124478	322346	True	0.579023	92.0597485554026	0.23677269347880647
9p21_CDKN2B_CAD	IFNA1	9	21440439	22124478	684039	True	0.0	5.09433577667133	0.12754467571128478
9p21_CDKN2B_CAD	IFNA10	9	21207143	22124478	917335	True	0.0	0.0	0.09829603817818124
9p21_CDKN2B_CAD	IFNA13	9	21368962	22124478	755516	True	0.0	0.0	0.11688852107967589
9p21_CDKN2B_CAD	IFNA14	9	21240005	22124478	884473	True	0.086086	0.0	0.10157718901381754
9p21_CDKN2B_CAD	IFNA16	9	21217311	22124478	907167	True	0.0	0.0	0.09928840003693529
9p21_CDKN2B_CAD	IFNA17	9	21228222	22124478	896256	True	0.0	0.0	0.10037580702148845
9p21_CDKN2B_CAD	IFNA2	9	21385398	22124478	739080	True	0.401115	5.057779070778233	0.11917814749487536
9p21_CDKN2B_CAD	IFNA21	9	21166660	22124478	957818	True	0.07216	0.0	0.09453422044245796
9p21_CDKN2B_CAD	IFNA4	9	21187671	22124478	936807	True	0.0	0.0	0.09644996609783692
9p21_CDKN2B_CAD	IFNA5	9	21305313	22124478	819165	True	0.101826	4.778126930573605	0.10879439491277411
9p21_CDKN2B_CAD	IFNA6	9	21351378	22124478	773100	True	0.264385	9.670484155022551	0.11453441759248655
9p21_CDKN2B_CAD	IFNA7	9	21202205	22124478	922273	True	0.0	0.0	0.09782122779335853
9p21_CDKN2B_CAD	IFNA8	9	21409117	22124478	715361	True	0.106987	0.0	0.12264506151263059
9p21_CDKN2B_CAD	IFNE	9	21482313	22124478	642165	True	0.238294	9.354174083376256	0.13474092688283604
9p21_CDKN2B_CAD	IFNW1	9	21141832	22124478	982646	True	0.116099	0.0	0.09236629516942749
9p21_CDKN2B_CAD	KLHL9	9	21335404	22124478	789074	True	0.889333	15.163095735458135	0.1124765767528912
9p21_CDKN2B_CAD	MTAP	9	21802636	22124478	321842	True	0.680256	72.15728407183353	0.23705558005129881
9p21_CDKN2B_CAD	RP11-145E5.5	9	21802636	22124478	321842	True	0.0	0.0	0.23705558005129881
2p21_GCKR_TG	ABHD1	2	27123789	27508073	384284	True	0.450196	8.359761120119519	0.20649040645571606
2p21_GCKR_TG	AGBL5	2	27042364	27508073	465709	True	2.175716	6.167477675465387	0.1767693284002906
2p21_GCKR_TG	ATRAID	2	27212027	27508073	296046	True	2.009986	34.648199829290256	0.25249592219085665
2p21_GCKR_TG	BABAM2	2	27889941	27508073	381868	True	0.0	8.761434560355958	0.20752571243577078
2p21_GCKR_TG	C2orf16	2	27537386	27508073	29313	True	0.383335	9.641389474757062	0.7733174545482665
2p21_GCKR_TG	CAD	2	27217369	27508073	290704	True	2.009986	24.73845403969391	0.25594823702854336
2p21_GCKR_TG	CCDC121	2	27629012	27508073	120939	True	1.541303	5.431611686771258	0.4526136173332911
2p21_GCKR_TG	CENPA	2	26764289	27508073	743784	True	0.813582	39.06472052140294	0.11851374285362132
2p21_GCKR_TG	CGREF1	2	27119128	27508073	388945	True	0.193988	29.61871159724708	0.20452198099990795
2p21_GCKR_TG	CIB4	2	26641366	27508073	866707	True	0.699363	18.02007758299527	0.10344395975202413
2p21_GCKR_TG	DNAJC5G	2	27275433	27508073	232640	True	0.251703	6.836168014897947	0.30062530062530063
2p21_GCKR_TG	DPYSL5	2	26847747	27508073	660326	True	0.971599	16.246925064064957	0.131522531124807
2p21_GCKR_TG	EIF2B4	2	27370457	27508073	137616	True	1.780164	4.5990132700948365	0.42084708100464613
2p21_GCKR_TG	EMILIN1	2	27078615	27508073	429458	True	1.530953	6.889285742477364	0.18887239403314332
2p21_GCKR_TG	FAM166C	2	26562585	27508073	945488	True	0.0	44.2281598053468	0.09564911314142296
2p21_GCKR_TG	FNDC4	2	27495200	27508073	12873	True	1.235058	30.5687279299108	0.885951467578606
2p21_GCKR_TG	FOSL2	2	28392448	27508073	884375	True	1.502205	6.062011459496564	0.10158730158730159
2p21_GCKR_TG	GCKR	2	27496839	27508073	11234	True	1.235058	25.35003071700481	0.899005699696136
2p21_GCKR_TG	GPN1	2	27628247	27508073	120174	True	1.541303	17.163470181257512	0.45418623452360407
2p21_GCKR_TG	GTF3C2	2	27357034	27508073	151039	True	2.421581	14.318381633085194	0.39834448033970815
2p21_GCKR_TG	IFT172	2	27489805	27508073	18268	True	0.92366	12.48992975613767	0.8455372543714277
2p21_GCKR_TG	KCNK3	2	26692690	27508073	815383	True	0.72781	8.19203765245801	0.10924389026232736
2p21_GCKR_TG	KHK	2	27086747	27508073	421326	True	1.296856	87.99035367316813	0.19181855499246153
2p21_GCKR_TG	KRTCAP3	2	27442366	27508073	65707	True	0.745062	17.579743817064145	0.6034748079441423
